titulo|autores|isbn|calificacion_promedio
How to Build a Time Machine|Paul Davies|0141005343|3.82
Around the World in 8 1/2 Days (Judy Moody #7)|Megan McDonald-Peter H. Reynolds|0763628328|4.15
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5)|Megan McDonald-Peter H. Reynolds|0763626155|4.08
Judy Moody Está de Mal Humor  de Muy Mal Humor (Judy Moody #1)|Megan McDonald-Peter H. Reynolds|9505110448|3.95
Judy Moody Declares Independence (Judy Moody #6)|Megan McDonald-Peter H. Reynolds|076362800X|4.08
Judy Moody Gets Famous! (Judy Moody  #2)|Megan McDonald-Peter H. Reynolds|0763619310|4.03
Judy Moody Saves the World! (Judy Moody #3)|Megan McDonald-Peter H. Reynolds|0763620874|4.03
The Judy Moody Mood Journal|Megan McDonald|074459863X|4.15
Peace Like a River|Leif Enger|0552999350|3.99
Amelia's Notebook (Amelia's Notebooks  #1)|Marissa Moss|1416909052|4.0
Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15)|Marissa Moss|068987040X|4.01
Amelia's Notebook|Marissa Moss|1883672465|4.0
Charlotte's Web|E.B. White-Garth Williams-Rosemary Wells|0064410935|4.16
Charlotte's Web|E.B. White-Garth Williams-Rosemary Wells|0061127760|4.16
Charlotte's Web|E.B. White-Garth Williams-Kate DiCamillo|0060882611|4.16
Charlotte's Web: Wilbur Finds a Friend|Jennifer Frantz-E.B. White-Aleksey Ivanov-Olga Ivanov|0060882816|4.1
Secrets of the Scorpion|Jed Carleton-Shawn Carman-Seth Mason-Robert    Lee-Travis Heerman-Aaron Medwin-Matthew S. Armstrong-D.J. Trindle-Cris Dornaus-Eric Steiger|1887953795|3.68
Le Secret du Pape (Le Scorpion  #2)|Stephen Desberg-Enrico Marini|287129352X|3.9
Attack of the Jaguar (Xtreme Adventure Inc.)|M.A. Harvey-Garry Walton|1844580512|3.4
The Runaway Jury|John Grisham|0385339690|3.97
The Runaway Jury|John Grisham|071266131X|3.97
The Boys Start the War (Boy/Girl Battle  #1)|Phyllis Reynolds Naylor|0440418410|4.02
The Boys Start the War  the Girls Get Even|Phyllis Reynolds Naylor|0440409713|4.13
Boys Against Girls (Sweet Valley Twins  #17)|Francine Pascal-Jamie Suzanne|0553175262|3.49
Boys Against Girls (Sweet Valley Twins  #17)|Francine Pascal-Jamie Suzanne|0553155717|3.49
Alice's Adventures in Wonderland & Through the Looking-Glass|Lewis Carroll-John Tenniel-Martin Gardner|0451527747|4.07
Alice's Adventures in Wonderland: A Pop-Up Adaptation|Robert Sabuda-Lewis Carroll|0689847432|4.33
Alice's Adventures in Wonderland and Through the Looking Glass|Lewis Carroll-John Tenniel-Tan Lin|1593080158|4.07
Alice's Adventures in Wonderland|Lewis Carroll-Helen Oxenbury|0763620491|4.01
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2)|Lewis Carroll-Hugh Haughton-John Tenniel|0141439769|4.07
Alice's Adventures in Wonderland|Lewis Carroll-Helen Oxenbury|0763608041|4.01
The Art of Warfare|Sun Tzu-Roger T. Ames|034536239X|3.97
The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2)|Michael Connelly|0446613444|4.07
The Black Ice Score|Donald E. Westlake|0850316820|3.89
Black Ice (Ice  #1)|Anne Stuart|0778321711|3.71
A Cavern of Black Ice (Sword of Shadows  #1)|J.V. Jones|076534551X|3.87
White Sky  Black Ice (Nathan Active Mystery  #1)|Stan Jones|1569473331|3.77
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays|Andrei Codrescu-Laura Rosenthal|1574231006|3.83
Thus Spoke Zarathustra|Friedrich Nietzsche|1845882423|4.06
A World Lit Only by Fire|William Manchester-Barrett Whitener|0786160446|3.85
War Comes to Willy Freeman (Arabus Family Saga  #1)|James Lincoln Collier-Christopher Collier|0440495040|3.6
Skellig (Skellig  #1)|David Almond|0440229081|3.79
Skellig: The Play|David Almond|0340854332|3.55
Les Misérables|Victor Hugo-Lee Fahnestock-Norman MacAfee|0451525264|4.16
Les Misérables|Victor Hugo-Charles E. Wilbour|0679600124|4.16
Les Misérables|Victor Hugo-Charles E. Wilbour-James K. Robinson|0449300021|4.29
Les Misérables|Victor Hugo-Charles E. Wilbour-Peter Washington|0375403175|4.16
Les Mis﻿érables|Victor Hugo-Charles E. Wilbour|1566199158|4.16
Les Miserables (Stepping Stones)|Monica Kulling-Victor Hugo|067986668X|4.27
Because Of Winn-Dixie|Kate DiCamillo|043925051X|4.03
Because Of Winn Dixie|Kate DiCamillo|0439250722|4.03
At the Edge of the World (Crispin  #2)|Avi|078685152X|3.68
The Story of Avis|Elizabeth Stuart Phelps-Carol Phillips|0813510996|3.55
Poppy|Avi|0689837186|3.96
Poppy's Return|Avi-Brian Floca|0060000147|3.99
The Secret School|Avi|0152046992|3.78
The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6)|Anne Mazer-Monica Gesue|0439178827|3.96
Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4)|Anne Mazer-Monica Gesue|0439178789|3.96
Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9)|Anne Mazer-Monica Gesue-Joyce White|0439353688|3.87
The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1)|Anne Mazer|1417629754|4.04
Violet Makes A Splash (Sister Magic)|Anne Mazer-Bill Brown|0439872472|3.95
The Trouble With Violet|Anne Mazer-Bill Brown|0439872464|3.9
Every Cloud Has A Silver Lining (The Amazing Days Of Abby Hayes)|Anne Mazer-Mazer Anne|0439341205|3.93
Knowledge Is Power (The Amazing Days of Abby Hayes: #15)|Anne Mazer|1417629762|3.96
The Trumpet of the Swan|E.B. White-Fred Marcellino|0064408671|4.07
Ella Enchanted|Gail Carson Levine|0007171684|3.98
Ella Enchanted (Ella Enchanted #1)|Gail Carson Levine|0590920685|3.98
Ella Enchanted|Gail Carson Levine|0590646087|3.98
Sachs & Violens|Peter David-George Pérez|1401210503|3.26
Nicomachean Ethics|Aristotle-Joe Sachs|1585100358|3.93
Harper Lee's To Kill a Mockingbird (Bloom's Guides)|Harold Bloom-Harper Lee|0791077640|4.4
His Dark Materials|Nicholas Wright-Philip Pullman|185459768X|4.04
His Dark Materials: New Edition|Nicholas Wright-Philip Pullman|1854598317|4.04
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass)|Philip Pullman|0439994349|4.26
"His Dark Materials Gift Set: ""Northern Lights""  ""The Subtle Knife""  ""The Amber Spyglass"""|Philip Pullman|0439994799|4.26
The Cricket in Times Square|George Selden-Garth Williams|0440228891|4.02
Lucie Babbidge's House|Sylvia Cassedy|038071812X|3.75
The Trouble With Poetry - And Other Poems|Billy Collins|0375755217|4.17
Nine Horses|Billy Collins|0375755209|4.17
The Art of Drowning|Billy Collins|0822955679|4.25
The Apple that Astonished Paris|Billy Collins|155728024X|4.2
The Circle (Dan Lenson  #3)|David Poyer|0312929641|4.08
The Sorority: Samantha (Sorority Trilogy  #3)|Tamara Thorne|0786015411|3.79
Scary Stories 3: More Tales to Chill Your Bones|Alvin Schwartz-Stephen Gammell|044084567X|4.21
Scary Stories 3: More Tales to Chill Your Bones|Alvin Schwartz-Stephen Gammell|0590135899|4.21
Trickster's Choice (Daughter of the Lioness  #1)|Tamora Pierce|0439968089|4.28
Trickster's Choice (Daughter of the Lioness  #1)|Tamora Pierce-Trini Alvarado|0307283798|4.28
How to Draw Manga Volume 15: Girls' Life Illustration File|Kazuko Tadano-Tadashi Ozawa|4766113381|4.14
Video Girl Ai  Vol. 15: Len's Story|Masakazu Katsura|142150295X|3.74
The Ships of Earth (Homecoming Saga #3)|Orson Scott Card|0812532635|3.54
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3)|Michael R. Phillips|0764222376|4.32
Bait and Switch: The (Futile) Pursuit of the American Dream|Barbara Ehrenreich|0805081240|3.48
For Her Own Good: Two Centuries of the Experts' Advice to Women|Barbara Ehrenreich-Deirdre English|1400078008|3.97
Fear of Falling: The Inner Life of the Middle Class|Barbara Ehrenreich|0060973331|3.9
On Duties|Marcus Tullius Cicero-Miriam T. Griffin-E.M. Atkins|0521348358|3.95
On Duties (De Officiis)|Marcus Tullius Cicero-Walter Miller|0674990331|3.95
Dragon Bones (Red Princess  #3)|Lisa See|0099415038|3.64
The Interior (Red Princess  #2)|Lisa See|0099279487|3.69
Peony in Love|Lisa See|140006466X|3.6
See How She Dies|Lisa Jackson|0821776053|3.92
Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas|Chuck Klosterman|0743284887|3.85
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota|Chuck Klosterman|0743406567|3.8
i am 8-bit: Art Inspired by Classic Videogames of the '80s|Jon M. Gibson-Chuck Klosterman|0811853195|4.09
A Sorrow Beyond Dreams|Peter Handke-Ralph Manheim-Jeffrey Eugenides|1590170199|3.82
The Calvin and Hobbes Lazy Sunday Book|Bill Watterson|0836218523|4.67
No Idle Hands: The Social History of American Knitting|Anne Macdonald|0345362535|4.0
Bone Idle (Superintendent Bone  #6)|Jill Staynes-Margaret Storey|0747243271|3.59
The Place of Dead Roads|William S. Burroughs|0312278659|3.92
How to be Idle|Tom Hodgkinson|0060779683|3.82
The Stuffed Owl: An Anthology of Bad Verse|D.B. Wyndham-Lewis-Charles  Lee-Billy Collins-Max Beerbohm|1590170385|3.72
The Complete Aubrey/Maturin Novels (5 Volumes)|Patrick O'Brian|039306011X|4.7
The Hundred Days (Aubrey & Maturin #19)|Patrick O'Brian|0393319792|4.35
Patrick O'Brian: A Life Revealed|Dean King|0340792566|3.92
The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21)|Patrick O'Brian-Richard Snow|039306025X|3.98
The Truelove (Aubrey & Maturin #15)|Patrick O'Brian|0393310167|4.36
Blue at the Mizzen (Aubrey & Maturin #20)|Patrick O'Brian|039332107X|4.38
Field Guide to Home Buying in America|Mark LeVine-Michael Pollan-Stephen M. Pollan|0671639617|2.5
Gilliam on Gilliam (Directors on Directors)|Terry Gilliam-Ian Christie|0571202802|4.1
The Pythons Autobiography by The Pythons|Michael Palin-Terry Gilliam-Graham Chapman|0752852426|4.08
The Adventures of Baron Munchausen: The Illustrated Screenplay|Terry Gilliam-Charles McKeown|155783041X|3.48
The Complete Monty Python's Flying Circus: All the Words  Vol. 2|Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin|0679726489|4.44
The Pythons Autobiography by The Pythons|Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin-Bob McCabe|0312311451|4.08
The Complete Monty Python's Flying Circus: All the Words: Volume 1|Graham Chapman-Eric Idle-Terry Gilliam-John Cleese-Terry Jones-Michael Palin-Roger Wilmut|0679726470|4.38
The Gangs of New York|Herbert Asbury-Jorge Luis Borges|1560252758|3.59
The Gangs of New York|Herbert Asbury|0099436744|3.59
All Around the Town|Herbert Asbury|1560255218|3.65
The Adventures of Tom Sawyer & Adventures of Huckleberry Finn|Mark Twain|0451528646|4.08
The Adventures of Tom Sawyer|Mark Twain-Scott McKowen|1402714602|3.91
The Adventures of Tom Sawyer|Mark Twain-Guy Cardwell-John Seelye|0143039563|3.91
The Moon in Hiding (The Green Lion Trilogy #2)|Teresa Edgerton|0441542158|4.0
The Short Stories  Vol 3|Ernest Hemingway-Stacy Keach|0743527291|3.78
Selections from the Oakland Tribune Archives (Images of America: California)|Annalee Allen|073854678X|3.0
Sebastopol (Images of America: California)|Western Sonoma County Historical Society|0738528528|4.4
Center City Philadelphia in the 19th Century (Images of America: Pennsylvania)|Library Company of Philadelphia|0738544922|4.44
Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin)|Jacqueline Ann-Sheila Z.|0738519383|2.67
Paris Spleen|Charles Baudelaire-Louise Varèse|0811200078|4.3
The Writer of Modern Life: Essays on Charles Baudelaire|Walter Benjamin-Michael W. Jennings-Rodney Livingstone-Edmund F.N. Jephcott-Harry Zohn-Howard Eiland|0674022874|4.3
Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition)|Charles Baudelaire-Wallace Fowlie|0486270920|4.34
On Wine and Hashish|Charles Baudelaire-Andrew Brown-Margaret Drabble|1843910179|3.95
Intimate Journals|Charles Baudelaire-Christopher Isherwood-W.H. Auden|0486447782|3.73
The Painter of Modern Life and Other Essays (Phaidon Arts and Letters)|Charles Baudelaire-Jonathon Mayne|0714833657|3.97
Candide|Voltaire-Larousse|2038717001|3.76
Candide|Voltaire-Mona Mulhair|0743280547|3.76
The Handbook (The Encheiridion)|Epictetus-Nicholas P. White|0915145693|4.22
A Manual for Living|Epictetus-Sharon Lebell|0062511114|4.22
Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218)|Epictetus-William A. Oldfather|0674992407|4.35
A Stranger Came Ashore|Mollie Hunter-Lisa Falkenstern|0064400824|3.82
Rob Roy MacGregor|Nigel Tranter|1897784317|3.92
Rob Roy|Walter Scott|0543899403|3.7
From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3)|Walter Scott-George Grant|1581821298|3.7
Kristin Lavransdatter 3: The Cross|Sigrid Undset|0553142992|4.28
The Mistress of Husaby (Kristin Lavransdatter  #2)|Sigrid Undset-Charles Archer|0553110306|4.16
Myths of the Norsemen: Retold from the Old Norse Poems and Tales|Roger Lancelyn Green-Alan Langford|0140367381|4.02
D'Aulaires' Book of Norse Myths|Ingri d'Aulaire-Edgar Parin d'Aulaire-Michael Chabon|159017125X|4.38
Penguin Book Of Norse Myths: Gods Of The Vikings|Kevin Crossley-Holland|0140258698|4.2
The Prose Edda|Snorri Sturluson-Jesse L. Byock|0140447555|4.16
Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions|Galina Krasskova-Swain Wódening|1564147916|3.83
Tales of the Norse Gods|Barbara Leonie Picard-Rosamund Fowler|0192751166|4.07
The Tristan Betrayal|Robert Ludlum|0312990685|3.83
Isolde  Queen of the Western Isle (Tristan and Isolde  #1)|Rosalind Miles|1400047862|3.65
The Ultimate Guide to Anal Sex for Women|Tristan Taormino|1573442216|4.11
Oh  The Places You’ll Go!|Dr. Seuss|0007158521|4.35
Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1)|Emily Jenkins-Paul O. Zelinsky|0375836047|3.93
Melville: His World and Work|Andrew Delbanco|0375702970|4.03
Bartleby and Benito Cereno|Herman Melville-Stanley Appelbaum|0486264734|3.8
Racso and the Rats of NIMH|Jane Leslie Conly-Leonard B. Lubin|0064402452|3.76
R-T  Margaret  and the Rats of NIMH|Jane Leslie Conly-Leonard B. Lubin|0064403874|3.52
Mrs. Frisby and the Rats of NIMH|Robert C. O'Brien|0590102281|4.14
Mrs. Frisby and the Rats of NIMH|Robert C. O'Brien-Barbara Caruso|0788734520|4.14
The Dance of the Dissident Daughter|Sue Monk Kidd|006064589X|3.96
Talk Talk|T. Coraghessan Boyle|0670037702|3.42
Drop City|T. Coraghessan Boyle-Richard Poe|0142003808|3.85
Tooth and Claw|T. Coraghessan Boyle|0143037439|3.82
Water Music|T. Coraghessan Boyle-James R. Kincaid|0140065504|4.17
East Is East|T. Coraghessan Boyle|0140131671|3.64
The Tortilla Curtain|T. Coraghessan Boyle|014023828X|3.65
Riven Rock|T. Coraghessan Boyle|014027166X|3.64
Descent of Man|T. Coraghessan Boyle|0140299947|3.96
World's End|T. Coraghessan Boyle|0140299939|4.01
If the River Was Whiskey: Stories|T. Coraghessan Boyle|0670826901|3.93
If the River Was Whiskey|T. Coraghessan Boyle|0140119507|3.93
American Writers  Supplement VIII|Jay Parini-August Wilson|0684806371|0.0
Greasy Lake & Other Stories|T. Coraghessan Boyle|0140077812|3.94
L'Orient  c'est l'Orient|T. Coraghessan Boyle|2246442613|3.64
Budding Prospects: A Pastoral|T. Coraghessan Boyle|0140299963|3.85
An Acceptable Time (Time Quintet  #5)|Madeleine L'Engle|0440208149|3.82
So Yesterday|Scott Westerfeld|1595140328|3.58
Specials (Uglies  #3)|Scott Westerfeld|0689865406|3.77
Touching Darkness (Midnighters  #2)|Scott Westerfeld|0060519568|3.89
Pretties (Uglies  #2)|Scott Westerfeld|0689865392|3.85
Blue Noon (Midnighters  #3)|Scott Westerfeld|0060519592|3.85
Uglies (Uglies  #1)|Scott Westerfeld|0689865384|3.86
Evolution's Darling|Scott Westerfeld|1568581491|3.53
The Butterfly Tattoo|Philip Pullman|0330397966|3.19
Count Karlstein|Philip Pullman-Diana Bryan|0375803483|3.5
The Castle of Llyr (The Chronicles of Prydain  #3)|Lloyd Alexander|0805080503|4.08
The Book of Three (The Chronicles of Prydain  #1)|Lloyd Alexander|0805080481|4.0
The High King (The Chronicles of Prydain  #5)|Lloyd Alexander|080508052X|4.24
Taran Wanderer (The Chronicles of Prydain  #4)|Lloyd Alexander|0805080511|4.14
Westmark (Westmark  #1)|Lloyd Alexander|0141310685|3.92
The Black Cauldron (The Chronicles of Prydain  #2)|Lloyd Alexander|080508049X|4.14
The Foundling and Other Tales of Prydain|Lloyd Alexander|0805080538|3.93
The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles|Michael O. Tunnell-Lloyd Alexander|0805072713|4.21
A Lloyd Alexander Collection|Lloyd Alexander|0525467777|4.24
The Philadelphia Adventure|Lloyd Alexander|0142301442|3.88
Libra|Don DeLillo-Michel Courtois-Fourcy|2742731105|3.99
Paula|Isabel Allende|849759388X|4.1
Zorro|Isabel Allende-Margaret Sayers Peden|006078721X|3.76
House of Leaves|Mark Z. Danielewski|038560310X|4.12
A Parchment of Leaves|Silas House|0345464974|4.17
Calvin y Hobbes 13: El secreto de la felicidad|Bill Watterson|8440688350|4.33
The Complete Calvin and Hobbes|Bill Watterson|0740748475|4.82
The Calvin and Hobbes Tenth Anniversary Book|Bill Watterson|0836204387|4.63
It's a Magical World (Calvin and Hobbes #11)|Bill Watterson|0836221362|4.76
The Indispensable Calvin and Hobbes|Bill Watterson|0751500283|4.74
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9)|Bill Watterson|0836217691|4.72
The Essential Calvin and Hobbes|Bill Watterson|0751512745|4.64
The Days Are Just Packed|Bill Watterson|0836217357|4.69
The Calvin And Hobbes:  Tenth Anniversary Book|Bill Watterson|0751515574|4.63
Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue|Bill Watterson|0740721356|4.71
Ship of Fools|Richard Paul Russo|0441008933|3.74
The Rosetta Codex|Richard Paul Russo|0441013309|3.23
The Illustrated Man|Ray Bradbury|000712774X|4.14
The Illustrated Man|Ray Bradbury|0965020460|4.14
The Illustrated Man|Ray Bradbury|0553105574|4.14
Microsklaven|Douglas Coupland-Tina Hohl|345501173X|3.88
The Sot-Weed Factor|John Barth|1903809509|4.08
The Floating Opera and The End of the Road|John Barth|0385240899|4.03
Chimera|John Barth|0618131701|3.73
Letters|John Barth|1564780619|3.82
Scar Lover|Harry Crews|0671797867|3.78
Car|Harry Crews|207074633X|3.96
Knulp|Hermann Hesse|3518380710|3.85
Narcisse et Goldmund|Hermann Hesse|2253000043|4.2
The Journey To The East|Hermann Hesse-Hilda Rosner|0553073621|3.7
Piktors Verwandlungen|Hermann Hesse|3458018220|3.79
Demian. Die Geschichte von Emil Sinclairs Jugend|Hermann Hesse|3518367064|4.12
Demian|Hermann Hesse-Stanley Appelbaum|0486420426|4.12
The Ship Avenged|S.M. Stirling|0671877666|4.06
Dragon's Kin (Pern  #17)|Anne McCaffrey-Todd McCaffrey|0345462009|3.92
Lyon's Pride (The Tower and the Hive  #4)|Anne McCaffrey|0552139149|3.91
The Masterharper of Pern (Pern  #15)|Anne McCaffrey|0552142743|4.23
Freedom's Ransom (Catteni  #4)|Anne McCaffrey|0552149098|3.94
Dragonflight (Pern: Dragonriders of Pern  #1)|Anne McCaffrey-Dick Hill|1597379514|4.1
House of Stairs|William Sleator|0140345809|3.85
Oddballs|William Sleator|0140374388|3.88
Hell Phone|William Sleator|0810954796|3.5
The Beasties|William Sleator|0141306394|3.84
The Duplicate|William Sleator|0141304316|3.68
Strange Attractors|William Sleator|0140345825|3.71
Parasite Pig (Interstellar Pig #2)|William Sleator|0142400866|3.63
The Boy Who Couldn't Die|William Sleator|0810987902|3.68
Among the Dolls|William Sleator|0765352397|3.66
The Angry Moon|William Sleator-Blair Lent|0316797375|3.48
That's Silly|William Sleator-Lawrence Di Fiori|0525409815|3.6
Once Said Darlene|William Sleator-Steven Kellogg|0525364102|3.71
Das Haus der Treppen|William Sleator-Hannelore Placzek|3423078596|3.85
Run|William Sleator|0590317679|3.07
Boltzmon!|William Sleator|0525461310|3.65
